interactor1	interactor2	interactor1_canon	interactor2_canon	query_term1	query_term2	organism	int_type
PA0579	PA1800	Q9I5V8	Q9I2U2	RS21_PSEAE		bacteria	interacts
PA0579	PA4252	Q9I5V8	Q9HWE6	RS21_PSEAE	RL24_PSEAE	bacteria	interacts
PA0579	PA3656	Q9I5V8	O82850	RS21_PSEAE	RS2_PSEAE	bacteria	interacts
PA0579	PA4247	Q9I5V8	Q9HWF1	RS21_PSEAE	RL18_PSEAE	bacteria	interacts
PA0579	PA4671	Q9I5V8	Q9HVC4	RS21_PSEAE	RL25_PSEAE	bacteria	interacts
PA0579	PA4254	Q9I5V8	Q9HWE4	RS21_PSEAE	RS17_PSEAE	bacteria	interacts
PA0579	PA4935	Q9I5V8	Q9HUM9	RS21_PSEAE	RS6_PSEAE	bacteria	interacts
PA0579	PA4239	Q9I5V8	O52759	RS21_PSEAE	RS4_PSEAE	bacteria	interacts
PA0579	PA4567	Q9I5V8	Q9HVL7	RS21_PSEAE	RL27_PSEAE	bacteria	interacts
PA0579	PA2742	Q9I5V8	Q9I0A1	RS21_PSEAE	RL35_PSEAE	bacteria	interacts
PA1667	PA1669	Q9I358	Q9I356	Q9I358_PSEAE	Q9I356_PSEAE	bacteria	interacts
PA1667	PA2360	Q9I358	Q9I1B9	Q9I358_PSEAE	Q9I1B9_PSEAE	bacteria	interacts
PA1667	PA1670	Q9I358	Q9I355	Q9I358_PSEAE	Q9I355_PSEAE	bacteria	interacts
PA1667	PA2366	Q9I358	Q9I1B3	Q9I358_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA1667	PA2365	Q9I358	Q9I1B4	Q9I358_PSEAE	Q9I1B4_PSEAE	bacteria	interacts
PA1667	PA2361	Q9I358	Q9I1B8	Q9I358_PSEAE	Q9I1B8_PSEAE	bacteria	interacts
PA1667	PA2370	Q9I358	Q9I1A9	Q9I358_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA3724	PA4211	P14756	O69753	ELAS_PSEAE	PHZB1_PSEAE	bacteria	interacts
PA3724	PA4210	P14756	Q9HWH1	ELAS_PSEAE	PHZA1_PSEAE	bacteria	interacts
PA0338	PA0928	Q9I6F5	G3XD98	Q9I6F5_PSEAE	G3XD98_PSEAE	bacteria	interacts
PA0338	PA2133	Q9I6F5	Q9I1Y2	Q9I6F5_PSEAE	Q9I1Y2_PSEAE	bacteria	interacts
PA0338	PA3825	Q9I6F5	Q9HXH7	Q9I6F5_PSEAE	Q9HXH7_PSEAE	bacteria	interacts
PA0338	PA1181	Q9I6F5	Q9I4F7	Q9I6F5_PSEAE	Q9I4F7_PSEAE	bacteria	interacts
PA0338	PA4781	Q9I6F5	Q9HV27	Q9I6F5_PSEAE	CDPD2_PSEAE	bacteria	interacts
PA0338	PA4959	Q9I6F5	Q9HUK6	Q9I6F5_PSEAE	Q9HUK6_PSEAE	bacteria	interacts
PA0338	PA2200	Q9I6F5	Q9I1R7	Q9I6F5_PSEAE	Q9I1R7_PSEAE	bacteria	interacts
PA0338	PA2818	Q9I6F5	Q9I025	Q9I6F5_PSEAE	Q9I025_PSEAE	bacteria	interacts
PA4934	PA5316	Q9HUN0	Q9HTN8	RS18_PSEAE	RL28_PSEAE	bacteria	interacts
PA4934	PA5049	Q9HUN0	Q9HUD0	RS18_PSEAE	RL31_PSEAE	bacteria	interacts
PA4934	PA4935	Q9HUN0	Q9HUM9	RS18_PSEAE	RS6_PSEAE	bacteria	interacts
PA4934	PA5570	Q9HUN0	P29436	RS18_PSEAE	RL34_PSEAE	bacteria	interacts
PA4935	PA5049	Q9HUM9	Q9HUD0	RS6_PSEAE	RL31_PSEAE	bacteria	interacts
PA4935	PA5316	Q9HUM9	Q9HTN8	RS6_PSEAE	RL28_PSEAE	bacteria	interacts
PA4935	PA4944	Q9HUM9	Q9HUM0	RS6_PSEAE	HFQ_PSEAE	bacteria	interacts
PA4935	PA5570	Q9HUM9	P29436	RS6_PSEAE	RL34_PSEAE	bacteria	interacts
PA4935	PA5558	Q9HUM9	Q9HT16	RS6_PSEAE	ATPF_PSEAE	bacteria	interacts
PA1669	PA2361	Q9I356	Q9I1B8	Q9I356_PSEAE	Q9I1B8_PSEAE	bacteria	interacts
PA1669	PA2370	Q9I356	Q9I1A9	Q9I356_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA1669	PA2365	Q9I356	Q9I1B4	Q9I356_PSEAE	Q9I1B4_PSEAE	bacteria	interacts
PA1669	PA2366	Q9I356	Q9I1B3	Q9I356_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA1669	PA1670	Q9I356	Q9I355	Q9I356_PSEAE	Q9I355_PSEAE	bacteria	interacts
PA2881		Q9HZW6		Q9HZW6_PSEAE		bacteria	interacts
PA1792		Q9I2V0		LPXH_PSEAE		bacteria	interacts
PA1552	PA4429	Q9I3G5	Q9HVY6	Q9I3G5_PSEAE	Q9HVY6_PSEAE	bacteria	interacts
PA1552	PA1856	Q9I3G5	Q9I2N9	Q9I3G5_PSEAE	Q9I2N9_PSEAE	bacteria	interacts
PA1552	PA1555.1	Q9I3G5	E1JGJ7	Q9I3G5_PSEAE	E1JGJ7_PSEAE	bacteria	interacts
PA1552	PA4430	Q9I3G5	Q9HVY5	Q9I3G5_PSEAE	Q9HVY5_PSEAE	bacteria	interacts
PA1552	PA1556	Q9I3G5	Q9I3G1	Q9I3G5_PSEAE	Q9I3G1_PSEAE	bacteria	interacts
PA1552	PA4133	Q9I3G5	Q9HWP8	Q9I3G5_PSEAE	Q9HWP8_PSEAE	bacteria	interacts
PA1552	PA1555	Q9I3G5	Q9I3G2	Q9I3G5_PSEAE	Q9I3G2_PSEAE	bacteria	interacts
PA1552	PA1553	Q9I3G5	Q9I3G4	Q9I3G5_PSEAE	Q9I3G4_PSEAE	bacteria	interacts
PA1552	PA5300	Q9I3G5	Q9HTQ4	Q9I3G5_PSEAE	Q9HTQ4_PSEAE	bacteria	interacts
PA1552	PA4431	Q9I3G5	Q9HVY4	Q9I3G5_PSEAE	Q9HVY4_PSEAE	bacteria	interacts
PA1552	PA1554	Q9I3G5	Q9I3G3	Q9I3G5_PSEAE	Q9I3G3_PSEAE	bacteria	interacts
PA1552	PA1552.1	Q9I3G5	E1JGJ6	Q9I3G5_PSEAE	E1JGJ6_PSEAE	bacteria	interacts
PA1552	PA1557	Q9I3G5	Q9I3G0	Q9I3G5_PSEAE	Q9I3G0_PSEAE	bacteria	interacts
PA1431	PA4315	G3XD78	Q79J93	G3XD78_PSEAE	Q9HW86_PSEAE	bacteria	interacts
PA1431	PA1898	G3XD78	G3XD77	G3XD78_PSEAE	G3XD77_PSEAE	bacteria	interacts
PA1431	PA2227	G3XD78	Q9I1P2	G3XD78_PSEAE	VQSM_PSEAE	bacteria	interacts
PA1431	PA2587	G3XD78	Q9I0Q0	G3XD78_PSEAE	PQSH_PSEAE	bacteria	interacts
PA1431	PA3476	G3XD78	P54291	G3XD78_PSEAE	RHLI_PSEAE	bacteria	interacts
PA1431	PA3724	G3XD78	P14756	G3XD78_PSEAE	ELAS_PSEAE	bacteria	interacts
PA1431	PA1432	G3XD78	P33883	G3XD78_PSEAE	LASI_PSEAE	bacteria	interacts
PA1431	PA3477	G3XD78	P54292	G3XD78_PSEAE	RHLR_PSEAE	bacteria	interacts
PA0463	PA2524	Q9I655	Q9I0V9	Q9I655_PSEAE	Q9I0V9_PSEAE	bacteria	interacts
PA0463	PA0928	Q9I655	G3XD98	Q9I655_PSEAE	G3XD98_PSEAE	bacteria	interacts
PA0463	PA2810	Q9I655	Q9I033	Q9I655_PSEAE	Q9I033_PSEAE	bacteria	interacts
PA0463	PA4112	Q9I655	Q9HWR8	Q9I655_PSEAE		bacteria	interacts
PA0463	PA5361	Q9I655	P23621	Q9I655_PSEAE	PHOR_PSEAE	bacteria	interacts
PA0463	PA3946	Q9I655	Q9HX70	Q9I655_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA0463	PA3271	Q9I655	Q9HYX0	Q9I655_PSEAE	Q9HYX0_PSEAE	bacteria	interacts
PA0463	PA0930	Q9I655	Q9I528	Q9I655_PSEAE	Q9I528_PSEAE	bacteria	interacts
PA0463	PA0757	Q9I655	Q9I5H2	Q9I655_PSEAE	Q9I5H2_PSEAE	bacteria	interacts
PA0463	PA1438	Q9I655	Q9I3Q9	Q9I655_PSEAE	Q9I3Q9_PSEAE	bacteria	interacts
PA0463	PA4886	Q9I655	Q9HUS7	Q9I655_PSEAE	Q9HUS7_PSEAE	bacteria	interacts
PA0463	PA1798	Q9I655	Q9I2U4	Q9I655_PSEAE	Q9I2U4_PSEAE	bacteria	interacts
PA0463	PA1243	Q9I655	Q9I495	Q9I655_PSEAE		bacteria	interacts
PA0463	PA5484	Q9I655	Q9HT87	Q9I655_PSEAE	Q9HT87_PSEAE	bacteria	interacts
PA0463	PA0464	Q9I655	Q9I654	Q9I655_PSEAE	Q9I654_PSEAE	bacteria	interacts
PA1430	PA4856	P25084	Q9HUV7	LASR_PSEAE	Q9HUV7_PSEAE	bacteria	interacts
PA1430	PA4462	P25084	P49988	LASR_PSEAE	RP54_PSEAE	bacteria	interacts
PA1430	PA2570	P25084	Q05097	LASR_PSEAE	PA1L_PSEAE	bacteria	interacts
PA1430	PA3622	P25084	P45684	LASR_PSEAE	RPOS_PSEAE	bacteria	interacts
PA1430	PA3479	P25084	Q51559	LASR_PSEAE	RHLA_PSEAE	bacteria	interacts
PA1430	PA4210	P25084	Q9HWH1	LASR_PSEAE	PHZA1_PSEAE	bacteria	interacts
PA1430	PA1898	P25084	G3XD77	LASR_PSEAE	G3XD77_PSEAE	bacteria	interacts
PA1430	PA1431	P25084	G3XD78	LASR_PSEAE	G3XD78_PSEAE	bacteria	interacts
PA1430	PA1432	P25084	P33883	LASR_PSEAE	LASI_PSEAE	bacteria	interacts
PA1430	PA1899	P25084	Q9I2J9	LASR_PSEAE	PHZA2_PSEAE	bacteria	interacts
